ORDER_PLACED_DTTM,PRODUCT_PART_NUMBER,TOTAL_UNITS,LIST_PRICE,RATING_AVG,RATING_CNT,TOTAL_CURRENT_ON_HAND
2023-03-05,60091,1.0,20.99,4.1111,36.0,62
2023-03-06,60091,1.0,20.99,4.1111,36.0,61
2023-03-09,60091,1.0,20.99,4.1111,36.0,60
2023-03-10,60091,2.0,20.99,4.1111,36.0,58
2023-03-11,60091,1.0,20.99,4.1111,36.0,57
2023-03-12,60091,1.0,20.99,4.1111,36.0,57
2023-03-13,60091,1.0,20.99,4.1111,36.0,55
2023-03-14,60091,1.0,20.99,4.1111,36.0,54
2023-03-19,60091,2.0,20.99,4.1111,36.0,52
2023-03-20,60091,6.0,20.99,4.1111,36.0,42
2023-03-22,60091,1.0,20.99,4.1111,36.0,45
2023-03-27,60091,1.0,20.99,4.1351,37.0,44
2023-03-28,60091,1.0,20.99,4.1351,37.0,42
2023-03-31,60091,1.0,20.99,4.1351,37.0,42
2023-04-01,60091,3.0,20.99,4.1351,37.0,39
2023-04-02,60091,1.0,20.99,4.1351,37.0,38
2023-04-03,60091,1.0,20.99,4.1351,37.0,37
2023-04-04,60091,1.0,20.99,4.1351,37.0,36
2023-04-05,60091,2.0,20.99,4.1351,37.0,34
2023-04-06,60091,2.0,20.99,4.1351,37.0,38
2023-04-08,60091,1.0,20.99,4.1351,37.0,37
2023-04-09,60091,2.0,20.99,4.1351,37.0,35
2023-04-11,60091,2.0,20.99,4.1351,37.0,33
2023-04-13,60091,2.0,20.99,4.1351,37.0,31
2023-04-14,60091,1.0,20.99,4.1351,37.0,30
2023-04-17,60091,2.0,20.99,4.1351,37.0,27
2023-04-18,60091,1.0,20.99,4.1351,37.0,26
2023-04-19,60091,1.0,20.99,4.1351,37.0,25
2023-04-21,60091,2.0,20.99,4.1351,37.0,23
2023-04-22,60091,2.0,20.99,4.1351,37.0,21
2023-04-23,60091,2.0,20.99,4.1351,37.0,31
2023-04-24,60091,4.0,20.99,4.1351,37.0,28
2023-04-25,60091,1.0,20.99,4.1351,37.0,25
2023-04-26,60091,1.0,20.99,4.1351,37.0,24
2023-04-27,60091,1.0,20.99,4.1351,37.0,23
2023-04-28,60091,1.0,20.99,4.1351,37.0,22
2023-04-29,60091,3.0,20.99,4.1351,37.0,19
2023-04-30,60091,1.0,20.99,4.1351,37.0,18
2023-05-03,60091,1.0,20.99,4.1351,37.0,17
2023-05-09,60091,2.0,20.99,4.1351,37.0,17
2023-05-12,60091,1.0,20.99,4.1351,37.0,14
2023-05-13,60091,1.0,20.99,4.1351,37.0,19
2023-05-14,60091,1.0,20.99,4.1351,37.0,18
2023-05-16,60091,2.0,20.99,4.1351,37.0,16
2023-05-19,60091,1.0,20.99,4.1351,37.0,14
2023-05-20,60091,2.0,20.99,4.1351,37.0,13
2023-05-21,60091,1.0,20.99,4.1351,37.0,12
2023-05-23,60091,3.0,20.99,4.1351,37.0,9
2023-05-24,60091,1.0,20.99,4.1351,37.0,8
2023-05-26,60091,4.0,20.99,4.1351,37.0,4
2023-05-28,60091,1.0,20.99,4.1351,37.0,15
2023-05-29,60091,2.0,20.99,4.1351,37.0,13
2023-06-01,60091,2.0,20.99,4.1351,37.0,10
2023-06-02,60091,1.0,20.99,4.1351,37.0,10
2023-06-03,60091,1.0,20.99,4.1351,37.0,9
2023-06-04,60091,1.0,20.99,4.1351,37.0,14
2023-06-07,60091,1.0,20.99,4.1351,37.0,13
2023-06-09,60091,2.0,20.99,4.1351,37.0,11
2023-06-11,60091,3.0,20.99,4.1351,37.0,20
2023-06-13,60091,1.0,20.99,4.1351,37.0,19
2023-06-14,60091,2.0,20.99,4.1351,37.0,17
2023-06-15,60091,2.0,20.99,4.1351,37.0,15
2023-06-16,60091,1.0,20.99,4.1351,37.0,14
2023-06-18,60091,3.0,20.99,4.1351,37.0,11
2023-06-19,60091,1.0,20.99,4.1351,37.0,15
2023-06-21,60091,1.0,20.99,4.1351,37.0,32
2023-06-22,60091,2.0,20.99,4.1351,37.0,30
2023-06-24,60091,2.0,20.99,4.1351,37.0,28
2023-06-26,60091,2.0,20.99,4.1351,37.0,27
2023-06-30,60091,1.0,20.99,4.1351,37.0,25
2023-07-01,60091,2.0,20.99,4.1351,37.0,23
2023-07-02,60091,1.0,20.99,4.1351,37.0,22
2023-07-03,60091,1.0,20.99,4.1351,37.0,21
2023-07-04,60091,2.0,20.99,4.1351,37.0,19
2023-07-05,60091,2.0,20.99,4.1351,37.0,17
2023-07-06,60091,1.0,20.99,4.1351,37.0,16
2023-07-07,60091,2.0,20.99,4.1351,37.0,12
2023-07-08,60091,1.0,20.99,4.1351,37.0,13
2023-07-09,60091,6.0,20.99,4.1351,37.0,7
2023-07-11,60091,1.0,20.99,4.1351,37.0,4
2023-07-12,60091,2.0,20.99,4.1351,37.0,4
2023-07-13,60091,1.0,20.99,4.1351,37.0,3
2023-07-16,60091,2.0,20.99,4.1351,37.0,1
2023-07-17,60091,1.0,20.99,4.1351,37.0,0
2023-07-20,60091,2.0,20.99,4.1351,37.0,18
2023-07-28,60091,1.0,20.99,4.1351,37.0,21
2023-07-29,60091,2.0,20.99,4.1351,37.0,19
2023-08-01,60091,1.0,20.99,4.1351,37.0,24
2023-08-02,60091,3.0,20.99,4.1351,37.0,21
2023-08-03,60091,2.0,20.99,4.1351,37.0,20
2023-08-04,60091,1.0,20.99,4.1351,37.0,18
2023-08-05,60091,1.0,20.99,4.1351,37.0,17
2023-08-08,60091,2.0,20.99,4.1351,37.0,27
2023-08-09,60091,2.0,20.99,4.1351,37.0,25
2023-08-14,60091,2.0,20.99,4.1351,37.0,23
2023-08-15,60091,2.0,20.99,4.1351,37.0,20
2023-08-16,60091,1.0,20.99,4.1351,37.0,20
2023-08-17,60091,1.0,20.99,4.1351,37.0,19
2023-08-20,60091,2.0,20.99,4.1351,37.0,17
2023-08-26,60091,2.0,20.99,4.1351,37.0,21
2023-08-29,60091,3.0,20.99,4.1351,37.0,18
2023-08-30,60091,1.0,20.99,4.1351,37.0,17
2023-09-02,60091,1.0,20.99,4.1351,37.0,16
2023-09-03,60091,1.0,20.99,4.1351,37.0,15
2023-09-04,60091,1.0,20.99,4.1351,37.0,14
2023-09-07,60091,1.0,20.99,4.1351,37.0,26
2023-09-08,60091,2.0,20.99,4.1351,37.0,23
2023-09-09,60091,1.0,20.99,4.1351,37.0,22
2023-09-10,60091,1.0,20.99,4.1351,37.0,20
2023-09-13,60091,1.0,20.99,4.1351,37.0,20
2023-09-14,60091,1.0,20.99,4.1351,37.0,30
2023-09-15,60091,2.0,20.99,4.1351,37.0,28
2023-09-16,60091,1.0,20.99,4.1351,37.0,26
2023-09-17,60091,2.0,20.99,4.1351,37.0,25
2023-09-18,60091,1.0,20.99,4.1351,37.0,24
2023-09-20,60091,1.0,20.99,4.1351,37.0,20
2023-09-21,60091,3.0,20.99,4.1351,37.0,20
2023-09-24,60091,2.0,20.99,4.1351,37.0,18
2023-09-26,60091,1.0,20.99,4.1351,37.0,17
2023-09-27,60091,1.0,20.99,4.1351,37.0,17
2023-09-28,60091,1.0,20.99,4.1351,37.0,17
2023-09-30,60091,1.0,20.99,4.1351,37.0,20
2023-10-04,60091,2.0,20.99,4.1351,37.0,36
2023-10-06,60091,1.0,20.99,4.1351,37.0,41
2023-10-07,60091,1.0,20.99,4.1351,37.0,39
2023-10-11,60091,2.0,20.99,4.1351,37.0,56
2023-10-14,60091,1.0,20.99,4.1351,37.0,55
2023-10-16,60091,3.0,20.99,4.1351,37.0,52
2023-10-17,60091,1.0,20.99,4.1351,37.0,51
2023-10-18,60091,3.0,20.99,4.1351,37.0,49
2023-10-19,60091,3.0,20.99,4.1351,37.0,45
2023-10-21,60091,2.0,20.99,4.1351,37.0,43
2023-10-22,60091,2.0,20.99,4.1351,37.0,41
2023-10-24,60091,1.0,20.99,4.1351,37.0,40
2023-10-25,60091,4.0,20.99,4.1351,37.0,36
2023-10-28,60091,2.0,20.99,4.1351,37.0,40
2023-10-29,60091,3.0,20.99,4.1351,37.0,43
2023-10-30,60091,8.0,20.99,4.1351,37.0,40
2023-11-01,60091,1.0,20.99,4.1351,37.0,40
2023-11-02,60091,1.0,20.99,4.1351,37.0,39
2023-11-03,60091,2.0,20.99,4.1351,37.0,37
2023-11-06,60091,2.0,20.99,4.1351,37.0,35
2023-11-07,60091,2.0,20.99,4.1351,37.0,33
2023-11-11,60091,1.0,20.99,4.1351,37.0,32
2023-11-12,60091,2.0,20.99,4.1351,37.0,30
2023-11-14,60091,1.0,20.99,4.1351,37.0,29
2023-11-16,60091,1.0,20.99,4.1351,37.0,40
2023-11-20,60091,1.0,20.99,4.1351,37.0,39
2023-11-22,60091,2.0,20.99,4.1351,37.0,37
2023-11-25,60091,3.0,20.99,4.1351,37.0,34
2023-11-28,60091,1.0,20.99,4.1351,37.0,33
2023-11-29,60091,2.0,20.99,4.1351,37.0,31
2023-11-30,60091,2.0,27.22,4.1351,37.0,35
2023-12-05,60091,1.0,27.22,4.1351,37.0,40
